sample_barcode,patient_barcode,missing_count,missing_rate
TCGA-MX-A663-01,TCGA-MX-A663,89609,0.18454127769643125
TCGA-D7-A4YV-01,TCGA-D7-A4YV,90479,0.18633296058091714
TCGA-HU-A4GD-01,TCGA-HU-A4GD,91613,0.18866832654759183
TCGA-BR-A4QL-01,TCGA-BR-A4QL,93154,0.19184187059930763
TCGA-BR-7703-01,TCGA-BR-7703,89542,0.1844032975202697
TCGA-VQ-AA6B-01,TCGA-VQ-AA6B,89589,0.1845000895841442
TCGA-VQ-AA6D-01,TCGA-VQ-AA6D,90744,0.18687870306872031
TCGA-D7-A6EZ-01,TCGA-D7-A6EZ,89632,0.18458864402556135
TCGA-D7-A4YU-01,TCGA-D7-A4YU,90784,0.18696107929329436
TCGA-VQ-AA6A-01,TCGA-VQ-AA6A,89578,0.18447743612238635
TCGA-IN-7806-01,TCGA-IN-7806,89572,0.18446507968870024
TCGA-HU-A4HB-01,TCGA-HU-A4HB,90840,0.18707640600769807
TCGA-HU-A4H2-01,TCGA-HU-A4H2,92571,0.19064123712614064
TCGA-IN-A6RP-01,TCGA-IN-A6RP,90071,0.18549272309026169
TCGA-HU-A4H5-01,TCGA-HU-A4H5,92790,0.19109224695568364
TCGA-HU-A4GU-01,TCGA-HU-A4GU,92301,0.19008519761026574
TCGA-MX-A5UJ-01,TCGA-MX-A5UJ,89959,0.1852620696614543
TCGA-HU-A4GN-01,TCGA-HU-A4GN,92094,0.18965890064809496
TCGA-CD-5804-01,TCGA-CD-5804,89569,0.1844589014718572
TCGA-HU-A4H6-01,TCGA-HU-A4H6,92041,0.18954975215053432
TCGA-HF-7132-01,TCGA-HF-7132,89571,0.1844630202830859
TCGA-D7-A4YT-01,TCGA-D7-A4YT,96332,0.19838666164171698
TCGA-HF-7134-01,TCGA-HF-7134,89559,0.18443830741571368
TCGA-BR-6852-01,TCGA-BR-6852,89892,0.18512408948529274
TCGA-BR-8370-01,TCGA-BR-8370,89635,0.1845948222424044
TCGA-EQ-5647-01,TCGA-EQ-5647,89811,0.18495727763053027
TCGA-IN-A7NT-01,TCGA-IN-A7NT,89886,0.18511173305160664
TCGA-RD-A8N9-01,TCGA-RD-A8N9,89775,0.1848831390284136
TCGA-D7-5577-01,TCGA-D7-5577,89997,0.18534032707479967
TCGA-CG-5717-01,TCGA-CG-5717,90123,0.18559981218220797
TCGA-D7-6818-01,TCGA-D7-6818,89591,0.18450420839537293
